;Review;Class
85;caballo el metro-tren una experiencia sin embargo el Metrocable fue lo más destacado. Al ser una forma primaria de transporte para las masas para obtener acceso a las muchas casas situadas en los bordes de la Medellín valle también es una visita obligada para los turistas. Por .80 centavos (Estados Unidos) puede disfrutar bastante emocionantes paseos por los lados del valle y disfrutar de las vistas.;4
86;Pésimo servicio (no te dejan ni acabar el plato que ya te lo quieren retirar), pésima comida (comimos ropa vieja y no valía para nada). Pagamos por 2 platos de ropa vieja, 2 cervezas y un café 50 cucs.;1
87;Tuvimos dos comidas aquí. Estaba muy bien organizado, con lo que parecía ser un maitre d' a la planta para asegurar el lugar siempre ordenado y el servicio era a alta velocidad. Grandes porciones de comida (avacado con comida de mar especialmente bueno) y personal...que parecía interesado en sus clientes (no siempre es dada en La Habana)Más;4
88;"Nos recomendaron este lugar, pero tengo que decir que fue una decepción porque había muchas cosas malas.

- no es muy amable, sólo había un menú en inglés en todo el restaurante, para dos personas es suficiente, si otro habla español. Y yo no estoy...tan seguro si el personal incluso hablan inglés.
- no tienen todas las comidas del menú. Elegimos una deliciosa comida buscando desde el menú, pero tenía que ser decepcionado porque me dijeron que no es disponible por el momento.
- La comida no está mal si te gusta la grasa y sal.
- Tarjeta visa no funcionaba aunque probamos dos veces. Fue nuestra suerte, porque nos dimos cuenta que intentaron hacer demasiado. Cuando pregunté por qué los recibos tienen diferentes cantidades, el camarero intentó explicar que la otra tiene y otro sin consejos, aunque en realidad la cuenta fue menos. Así que intentaron más de un 20% de propinas de el servicio malo y lento que no merece ninguna.Más";3
89;Venir a la Habana es obligatorio conocer este lugar, tradicion, Lugar Emblematico, Lleno de ritmo, de Alegria, es Disfrutar de la Habana Vieja, Los Mojitos!!! De Maravilla!!;5
90;Excelente comida y un servicio excelente. Su estancia en Paradise Village, este restaurante es práctico. Comenzó con un carpaccio de ternera, que era muy, muy bueno. Tenía un sabroso filete con una salsa bistec Gorgonzola. Mi mujer pidió salmón, que era muy bueno. Sin duda volveremos,;5
91;"Iba con ilusión a Cartagena, pensando que era una ciudad magica. Realmente no encontre nada de magia.Existen muchas personas que tratan de venderte de todo, hacerte masajes, y te ponen precios exagerados, cuando realmente el producto o el servicio no cuesta eso.Tengan cuidado cuando alguien se les acerca a tomar una foto y les dice que les tomara una foto en otro lugar; si alguien les quiere hacer un tour guiado regla vital negocie primero el precio del tour. Nadie hace nada de gratis, para que no se lleve malos ratos.En el aeropuerto puedes llenar un formulario para que despues te devuelvan el impuesto de las compras hechas en almacenes (no incluye hospedaje, alimentación ni tours) pero solo las que fueron realizadas con tarjeta de credito.Es preferible pagar con tarjeta de credito, ya que el cambio es mejor con el banco que con el que uno consigue en la casa de cambio.Pense que la comida estaria excelente, pero en la mayoria de los lugares esta fría y recalentada.Solo recomiendo la casa de socorro.";5
92;En su recorrido sin escolta de Habana venir aquí para observar a la gente, disfrutar de la arquitectura y la cultura abrazo. No hay tienda de la esquina, no 7-11 no viene a su rescate CVS: llevar una botella de agua congelada se desvanecerán mientras caminas. Tomar una toalla de cara desde su hotel en lugar de un tejido es más efectiva para limpiar el sudor y no contribuir al relleno. Es tiempo de verano húmedo tiene un inhalador trae!;5
93;Que mejor que pasar la hora de la merienda con tu familia disfrutando de su ambiente tan relajado bajo la sombre de esos bellos arboles mientras que tus hijos juegan en el kiosko.;5
94;Nuestro guía Abel fue un rápido hablando, amable y competente hombre de ascendencia Maya. Él parece ser un poco demasiado después de haber dado famosos tours de presidentes, celebridades y ahora me!Realmente se necesita un guía para ayudarle a comprender las ruinas, porque hay mucho que ver. Sabía absolutamente nada sobre historia Maya, pero dos horas guiado de Abel fue fácil de entender y divertido. extra: incluso nos ayudó a conseguir los billetes sin tener que esperar en la cola.Me quitaron una estrella para los cientos de vendedores ambulantes que venden camisetas, recuerdos y otras cosas. Ir de compras no es lo mío, pero si es tuya, te encantará.;3
95;El ambiente es bueno, música genial, los drinks estan bien, tienen mucha variedad en alimentos, el menú es ok dependiendo lo que pidas;5
96;Una ciudad pintoresca y llena de comidas típicas. Muy lindo, tiene muchas fachadas intactas y sus callecitas angostas.;5
97;Es de mis favoritos en Guanajuato, la foto definitivamente es imperdible, aunque a veces con tanta gente no se puede.;4
98;Hermoso lugar religioso al cual se asciende por fonicular y se observa una vista espectacular de la ciudad de Bogota.;5
99;Tuve la oportunidad de visitar la Macroplaza y en definitiva representa el corazón de Monterrey. Ubicada en el centro de la ciudad y en donde podrás encontrar la fuente de Neptuno, además de museos, hoteles, tiendas, y un sin fin de lugares que visitar representa en sí lo que es Monterrey, una gran urbe. Les recomiendo visitarla al atardecer, ya que por la mañana es algo complicado por el sol y las altas temperaturas.;5
100;Caminar por la ciudad amurallada de Cartagena , es caminar por el pasado, sus calles empedradas sus casas de colores, el sonido del mar, es un sueño ir por ella. Recomiendo caminar después de las 16 horas y no perderse la puesta del sol desde la muralla, a las 18:30 todos los días el sol de Cartagena les dará un beso de despedida .;5
101;Mi calificación de 3 estrellas es neutral, no promedio, ya que no lo logramos debido al cierre.Hacer el circuito Puuc es una gran excursión que puedes hacer desde Mérida. Si te levantas temprano, puedes hacerlo en un día como una excursión de día completo.Lo visitamos hace 8 años, y queríamos repetir este mes de enero.Desafortunadamente, en nuestra primera parada, en las ruinas de Uxmal, supimos por parte del personal que todos los demás sitios (Kabah, Sayil, Xlapak y Labna) están cerrados hasta nuevo aviso, probablemente hasta el final de la pandemia.Uxmal está abierto, de 8 a. m. a 4 p. m., con medidas de covid estrictamente aplicadas, sobre las cuales puede leer más en esa reseña.;5
102;Hotel pintoresco, limpio y habitación agradable. La mía estaba en el primer piso, supongo que las de la planta baja son peores al tener a toda la gente pasando y el ruido de la cocina.  Muy mal el que en la página de reserva pongan que tienen aparcamiento gratis y no es verdad. El aparcamiento gratis consiste en dejar el vehículo en la calle enfrente del hotel. El parking es algo importante para mí y me sentí engañado.  Mal el desayuno, escaso y sin opción a nada de nada y mal el recepcionista/camarero de la mañana del domingo 26 de marzo con una atención pésima. Al menos la cocinera que estaba esa misma mañana sí fue capaz de dar un servicio atento, amable y comprensivo cuando no era su tarea principal.  No repito.;2
103;lugar histórico interesante, aunque lo mejor es que las vistas del agua a la ciudad de La Habana.;3
104;"Si estás en La Habana que necesita parar en este restaurante y especialmente tomar el tiempo para tomar una copa en el bar de la azotea.

Un grupo de aplicaciones y cócteles en la terraza, tuvimos la oportunidad de conocer a Vivian (Director) ella fue...fantástico. Hospitalidad en es mejor.

Debe probar de su menú son sus tacos y frituras de malanga.Más";5
105;Cuando llegamos al hotel lo primero que hicimos fue ir al restaurante a que pusieran la bolsa donde guardamos la insulina de mi mamá en el congelador, la sorpresa fue al momento de irnos que la pedí y jamás la pusieron ahí... Casi perdemos el vuelo por su culpa por esperar a que se congelara y absolutamente NADIE se hizo responsable... dijeron que ni siquiera había gerente.  Las habitaciones viejas y en mal estado, muchas cosas rotas y sucias.;2
106;La atención fue pésima, tuve que rogar por una coca cola que nunca me quisieron dar.  La comida muy limitada y mala Aire acondicionado muy frío Staff poca disponibilidad Servicio de seguridad privada muy bueno No hubo suficiente café (se esperaba mas, ya que es COLOMBIA);1
107;Hace 2 años se re modelaron y modedernizo la zona, hay un museo de sitio muy interesante para visitar, desde varias partes de los fuertes se tiene magnifica vista a la ciudad.;4
108;ibamos con muchas expectativas por las opiniones leidas, pero, despues de esperar una cola de 30 minutos (que es asi durante todo el dia aunque haya mesas libres), la comida fue muy regular. La decoración es muy chula y la cantidad abundante, pero eso no...Más;3
109;"Es muy triste lo que hicieron con este lugar, es una burla de la cultura maya y mexicana, empezando con el nombre del hotel ""Mayaland"", lleno de personas vendiendo artesanías hechas en China y nada de información sobre los edificios, ni una placa, y los guías son carísimos, además de tooooodo lo que tienes que esperar y pagar, recomiendo mil veces más ir a Tulum o Uxmal, triste y me dejo esperando mucho";5
110;Me desperté una mañana a las 5 de la mañana y caminamos hacia el malecón y entramos por la carretera y vimos el amanecer. Bonita forma de pasar la mañana. Algunos corredores corriendo también se ve.;5
111;Me sentí mal por reserva en este lugar, olla a presión ventas personas, ruidoso y continuado construcción tráfico, falta de señales que guía a la propia lugares en esta enorme propiedad hacen que un conjunto de desastres para multipropiedad o vacaciones. La comida y bebida local razonables es muy alta en este lugar. el servicio de habitación, conductores, equipo de limpieza y la parada de taxis son gente increíble, son tan eficiente y atento. sobre todo Nuevo Vallarta es bueno.;3
112;Mi habitacion muy bien ubicada con vista al mar y siempre limpia. Las personas del hotel me atendieron muy bien y siempre me entregaron su ayuda. La comida y restaurantes muy buenos. Falta wifi habit.;4
113;muy excelente, la comodidad, la atención, el servicio, las instalaciones, la piscina, el desayuno, el cóctel de bienvenida, la limpieza, el confort, la seguridad, el bar, el personal, los almacenes y la música en vivo.;5
114;Teníamos lonch en su ubicación en la calle 62. Siempre estaba ocupado con turismo y en su mayoría gente. La principal ubicación casi siempre tenía una línea de salida de la puerta. La comida es muy auténtico y barato (para los estadounidenses) y muy sabroso....Las tortillas son hechas a mano, de hecho nuestra mesa estaba al lado de donde una señora estaba haciendo de ellos y ellos de cocina en una parrilla pequeña. Todo era fresco y bueno. El servicio era un poco lento, pero estaban muy ocupados. La chaya (té) puede ser mezclado con jugo de lima o de piña. Ambos son muy cambio. Mi esposa comentó sobre lo bueno que era! Sin duda volveremos la próxima vez que estemos en Mérida.Más;4
